"PC1","PC2","Name","GrowthDoublingTime","GrowthRate","maximalGrowthTemperature","maximumcellLength","maximumcellWidth","maximumGrowthNACL","maximumGrowthPH","minimalGrowthTemperature","minimumcellGcContent","minimumcellLength","minimumcellWidth","minimumGrowthNACL","minimumGrowthPH","optimalGrowthNACLMaximal","optimalGrowthNACLMinimal","optimalGrowthPHMaximal","optimalGrowthPHMinimal","optimalGrowthTemperatureMaximal","optimalGrowthTemperatureMinimal","otherEnv","X1butanol","X2.butanol","X2methylpropan1ol","X2propanol","acetate","AdditionalGrowthRequierments","author","butanol","carbonMonoxide","cellShape","creator","creatorMail","cyclopentanol","descriptionEnv","dimethylamin","dimethylSulfide","ethanol","formate","gramReaction","GrowthDoublingTime.1","GrowthRate.1","h2Andco2","h2andmethanol","intestinalTracksEnv","link","maximalGrowthTemperature.1","maximumcellGcContent","maximumcellLength.1","maximumcellWidth.1","maximumGrowthNACL.1","maximumGrowthPH.1","methanol","methylamin","minimalGrowthTemperature.1","minimumcellGcContent.1","minimumcellLength.1","minimumcellWidth.1","minimumGrowthNACL.1","minimumGrowthPH.1","MinimumGrowthRequierments","nomenclaturalPublication","numberPublications","optimalGrowthNACLMaximal.1","optimalGrowthNACLMinimal.1","optimalGrowthPHMaximal.1","optimalGrowthPHMinimal.1","optimalGrowthTemperatureMaximal.1","optimalGrowthTemperatureMinimal.1","otherATTCStrainNumbers","otherCollections","otherDSMStrainNumbers","otherEnv.1","otherSubstrate","pmidPublication","propanol","propionate","reactorsEnv","soilEnv","trimethylamin","typeStrain","volcanicEnv","waterEnv"
6.95061375118222,-7.95266761753066,"Methanococcus aeolicus",1.38,0.5,50,2,2,1,7.5,10,32,1.5,1.5,0.05,4.3,0.4,0.2,7,7,46,46,NA,"do not feed on","do not feed on","no data","do not feed on","do not feed on","Selenium","M. Kendall et al.; 2006; Int. J. Syst. Evol. Microbiol.; vol. 57; p. 1525","do not feed on","no data","Irregular cocci","not determined","yes","no data","Sample of sediment taken from the Nankai Trough near the coast of Japan.","no data","no data","do not feed on","no data","not determined","1.38","0.5","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/56/7/1525.abstract","50","not determined","2","2","1","7.5","do not feed on","no data","10","32","1.5","1.5","0.05","4.3","no data","no data","yes","0.4","0.2","7","7","46","46","OCM 812","OCM 812","DSM-17508","no data","no data","K. Schmid et al.","do not feed on","not determined","not applicable","not applicable","do not feed on","Nankai-3","not applicable","yes"
15.0552183603677,-8.08130573609494,"Methanococcus maripaludis",2,0.35,85,1.5,1.5,0.9,7,50,31,1.5,1.5,0.2,5.2,0.5,0.5,6,6,85,85,NA,"no data","no data","no data","no data","do not feed on","Selenium","W. Jones et al.; 1983; Arch. Microbiol.; vol. 135; p. 91","no data","no data","Irregular cocci","negative","yes","no data","Grab samples of sediment (top 10 cm) from the tall Spartina alterniflora region of Pawley's Island salt marsh, South Carolina.","do not feed on","no data","no data","do not feed on","negative","2","0.35","feeds","not determined","not applicable","http://link.springer.com/article/10.1007%2FBF00408015","85","not determined","1.5","1.5","0.9","7","do not feed on","do not feed on","50","31","1.5","1.5","0.2","5.2","NaCl, Na2S","no data","yes","0.5","0.5","6","6","85","85","ATCC 43000, JCM 10722, NBRC 101831, OCM 175","ATCC 43000, JCM 10722, NBRC 101831, OCM 175","DSM-2067","no data","no data","W. Jones et al.","no data","not determined","not applicable","not applicable","do not feed on","JJ","yes","not applicable"
5.9209832605628,-7.22267883573743,"Methanococcus vannielii",NA,NA,NA,1,1,NA,9.2,NA,33,1,1,NA,7.4,NA,NA,8,8,30,30,NA,"no data","no data","no data","no data","no data","no data","T. Stadtman et al.; 1951; J. Bacteriol.; vol. 62; p. 269","no data","no data","Irregular cocci","not determined","yes","no data","Sample of a black mud from the east shore of San Francisco Bay.","no data","no data","no data","feeds","not determined","no data","no data","feeds","not determined","not applicable","http://jb.asm.org/content/62/3/269.long","no data","no data","1","1","no data","9.2","do not feed on","no data","no data","33","1","1","no data","7.4","no data","no data","no data","no data","no data","8","8","30","30","ATCC 35089, JCM 13029, OCM 148","ATCC 35089, JCM 13029, OCM 148","DSM-1224","no data","no data","T. Stadtman et al.","no data","not determined","not applicable","not applicable","no data","SB","not applicable","not applicable"
10.3589674305598,-7.9725358788774,"Methanococcus voltae",3,0.231,45,3,3,0.82135523614,9,21,30,0.5,0.5,0.205338809035,6,0.684462696783,0.342231348392,7.4,7,38,38,NA,"no data","do not feed on","no data","do not feed on","do not feed on","pantoyllacetone","W. Belch et al.; 1989; Int. J. Syst. Bacteriol.; vol. 39; p. 493","do not feed on","no data","Irregular cocci","unknown (cell lysis)","yes","no data","A sediment sample obtained near the mouth of the Waccasassa estuary in western Florida.","no data","no data","do not feed on","feeds","unknown (cell lysis)","3","0.231","feeds","not determined","not applicable","http://mmbr.asm.org/content/43/2/260.long","45","present","3","3","0.82135523614","9","do not feed on","no data","21","30","0.5","0.5","0.205338809035","6","Ni, Fe, Co, Mg, Ca, SeO4, CO2, 2methylbutyrate, propionate, isoleucine, leucine","no data","yes ","0.684462696783","0.342231348392","7.4","7","38","38","ATCC 33273, OCM 70, OGC 70, NBRC 100457,  NCAIM B.01912","ATCC 33273, OCM 70, OGC 70, NBRC 100457,  NCAIM B.01912","DSM-1537","no data","not supporting:butyrate, valerate","W. Belch et al.","no data","not determined","not applicable","not applicable","no data","PS","not applicable","yes"
-23.4950051985649,-0.313354140928583,"Methanocorpusculum aggregans",8,0.087,40,2,2,0.342231348392,8,25,52,0.5,0.5,0,6,0.00342231348392,0.00342231348392,7,6.5,35,35,NA,"no data","no data","no data","no data","do not feed on","no data","B. Ollivier et al.; 1985; Int. J. Syst. Bacteriol.; vol. 35; p. 127","no data","no data","Irregular cocci","negative","yes","no data","Sample from a sewage sludge digestor at Bourg en Bresse, France.","do not feed on","no data","no data","feeds","negative","8","0.087","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/35/2/127.abstract","40","absent","2","2","0.342231348392","8","do not feed on","do not feed on","25","52","0.5","0.5","0","6","acetate, yeast extract","no data","no","0.00342231348392","0.00342231348392","7","6.5","35","35","OCM 21, OGC 21","OCM 21, OGC 21","DSM-3027","no data","no data","B. Ollivier et al.","no data","not determined","yes","not applicable","do not feed on","MSt","not applicable","not applicable"
11.7352779987777,5.20829454391517,"Methanocorpusculum bavaricum",5,0.139,40,1,1,NA,NA,15,51.3,1,1,NA,NA,NA,NA,7,7,37,37,NA,"do not feed on","feeds","no data","feeds","do not feed on","tungsten","G. Zellner et al.; 1989; Arch. Microbiol.; vol. 151; p. 381","feeds","no data","Irregular cocci","negative","yes","no data","Sample of anaerobic sediment of a wastewater treatment pond of the sugar factory in Regensburg (FRG).","do not feed on","no data","do not feed on","feeds","negative","5","0.139","feeds","not determined","not applicable","http://link.springer.com/article/10.1007/BF00416595","40","present","1","1","no data","no data","do not feed on","do not feed on","15","51.3","1","1","no data","no data","rumen fluid, yeast extract","no data","yes","no data","no data","7","7","37","37","ATCC BAA-929, OCM 127","ATCC BAA-929, OCM 127","DSM-4179","no data","not supporting:cyclohexanol","G. Zellner et al.","do not feed on","not determined","yes","not applicable","do not feed on","SZSXXZ","not applicable","not applicable"
8.6828140924393,4.64127158709066,"Methanocorpusculum labreanum",9.2,0.075,40,2,2,0.513347022587,7.5,25,50,0.4,0.4,0,6.5,0,0,7,7,37,37,NA,"no data","no data","no data","no data","do not feed on","no data","Y. Zhao et al.; 1989; Int. J. Syst. Evol. Microbiol.; vol. 39; p. 10","no data","no data","Irregular cocci","negative","yes","no data","Sample collected from an active, gas-producing area of Tar Pit Lake at the LaBrea Tar Pits in Los Angeles, California.","no data","no data","do not feed on","feeds","negative","9.2","0.075","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/39/1/10.abstract","40","absent","2","2","0.513347022587","7.5","do not feed on","no data","25","50","0.4","0.4","0","6.5","no data","no data","no","0","0","7","7","37","37","ATCC 43576, OCM 1, OGC 1","ATCC 43576, OCM 1, OGC 1","DSM-4855","no data","no data","Y. Zhao et al.","no data","not determined","not applicable","not applicable","do not feed on","Z","not applicable","yes"
-20.505403852733,-0.026122115714732,"Methanocorpusculum parvum",8,0.087,40,1,1,0.80424366872,NA,20,48.5,1,1,0,NA,0,0,7.5,6.8,37,37,NA,"do not feed on","no data","no data","feeds","do not feed on","rumen fluid","G. Zellner et al.; 1987; Arch. Microbiol.; vol. 147; p. 13","no data","no data","Irregular cocci","negative","yes","no data","Sample from an anaerobic sour whey digester, originally inoculated with sewage sludge.","do not feed on","no data","do not feed on","feeds","negative","8","0.087","feeds","do not feed on","not applicable","http://link.springer.com/article/10.1007%2FBF00492898","40","present","1","1","0.80424366872","no data","do not feed on","do not feed on","20","48.5","1","1","0","no data","acetate, yeast extract, tungsten,","no data","yes","0","0","7.5","6.8","37","37","ATCC 43721, OCM 63","ATCC 43721, OCM 63","DSM-3823","no data","not supporting: pyruvate, lactate, fumarate, butyrate, 2-pentanol, formaldehyde, alanine, leucine","G. Zellner et al.","no data","do not feed on","yes","not applicable","do not feed on","XII","not applicable","not applicable"
6.81229757146002,11.2552810621041,"Methanoculleus bourgensis",18,0.039,50,2,2,0.342231348392,8,30,59,1,1,0,5.5,0.0855578370979,0.0855578370979,6.7,6.7,37,37,NA,"no data","no data","no data","no data","do not feed on","no data","B. Ollivier et al.; 1986; Int. J. Syst. Bacteriol.; vol. 36; p. 297","no data","no data","Irregular cocci","negative","yes","no data","Samples from a digestor fermenting tannery by-products which was originally inoculated with digested sewage sludge from Bourg, or Bourg-en- Bresse, France.","no data","no data","no data","feeds","negative","18","0.039","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/36/2/297.abstract","50","absent","2","2","0.342231348392","8","do not feed on","no data","30","59","1","1","0","5.5","acetate","no data","no","0.0855578370979","0.0855578370979","6.7","6.7","37","37","ATCC 43281, OGC 15, OGC 15","ATCC 43281, OGC 15, OGC 15","DSM-3045","no data","no data","B. Ollivier et al.","no data","not determined","yes","not applicable","do not feed on","MS2","not applicable","not applicable"
10.9015901513525,11.5483025382371,"Methanoculleus chikugoensis",46,0.015,40,2,2,0.3,8,15,62.2,1,1,0,6.7,0.1,0.1,7.2,6.7,25,25,NA,"no data","feeds","no data","feeds","do not feed on","no data","D. Dianou et al.; 2001; Int. J. Syst. Evol. Microbiol.; vol. 51; p. 1663","feeds","no data","Irregular cocci","negative","yes","feeds","Paddy field plot (Gray Lowland Soil) with long- term application of rice straw compost at the Kyushu National Agricultural Experiment Station, Chikugo, Fukuoka, Japan.","do not feed on","no data","do not feed on","feeds","negative","46","0.015","feeds","do not feed on","not applicable","http://ijs.sgmjournals.org/content/51/5/1663.abstract","40","present","2","2","0.3","8","not determined","do not feed on","15","62.2","1","1","0","6.7","yeast extract, tripticase peptone, casitone, acetate","no data","no","0.1","0.1","7.2","6.7","25","25","JCM 10825, NBRC 101202, OCM 785","JCM 10825, NBRC 101202, OCM 785","DSM-13459","no data","no data","D. Dianou et al.","no data","do not feed on","not applicable","yes","do not feed on","MG62","not applicable","not applicable"
10.9808110803197,11.6878595817162,"Methanoculleus horonobensis",6.93,0.1,45,1.6,1.6,1.3,8.2,25,62.9,0.7,0.7,0,5.8,0.2,0.1,6.8,6.7,42,37,NA,"not determined","do not feed on","not determined","do not feed on","do not feed on","yeast extract, CoM, acetate","S. Shimizu et al.; 2013; Int. J. Syst. Evol. Microbiol.; vol. 63; p. 4320","do not feed on","not determined","Irregular cocci","negative","yes","do not feed on","The groundwater sample collected from the Wakkanai formation, a Miocene diatomaceous shale in northernmost Japan.","do not feed on","not determined","not determined","feeds","negative","6.93","0.1","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/63/Pt_11/4320.abstract","45","present","1.6","1.6","1.3","8.2","do not feed on","do not feed on","25","62.9","0.7","0.7","0","5.8","no data","no data","no","0.2","0.1","6.8","6.7","42","37","JCM 15517","JCM 15517","DSM 21626","no data","no data","S. Shimizu et al.","not determined","not determined","not applicable","yes","do not feed on","T10","not applicable","not applicable"
6.37361916168455,12.0739200271307,"Methanoculleus marisnigri",10,0.069,48,1.3,1.3,0.69,7.6,15,61.2,1.3,1.3,0,6,0,0,6.6,6.2,25,20,NA,"no data","no data","no data","no data","do not feed on","no data","J. Romesser et al.; 1979; Arch. Microbiol.; vol. 121; p. 147","no data","no data","Irregular cocci","negative","yes","no data","Sediment collected at station 1355 on R. V, Chain cruise 120/1 in the Black Sea.","no data","no data","no data","feeds","negative","10","0.069","feeds","not determined","not applicable","http://link.springer.com/article/10.1007%2FBF00689979","48","present","1.3","1.3","0.69","7.6","do not feed on","no data","15","61.2","1.3","1.3","0","6","tripticase","H. Zabel et al.;  1984; Arch. Microbiol.; vol. 37; p. 308","no","0","0","6.6","6.2","25","20","ATCC 35101, OCM 56, OGC 56","ATCC 35101, OCM 56, OGC 56","DSM-1498","no data","no data","J. Romesser et al.","no data","not determined","not applicable","not applicable","no data","JR1","not applicable","yes"
-22.9247058055095,-0.185852146090405,"Methanoculleus palmolei",13.5,0.051,50,2,2,NA,8,22,59,1.25,1.25,NA,6.5,NA,NA,7.5,6.9,40,40,NA,"no data","feeds","no data","feeds","do not feed on","potasium, tungsten","G. Zellner et al.; 1998; Int. J. Syst. Bacteriol.; vol. 48; p. 1111","feeds","no data","Cocci","negative","yes","feeds","Sample from a biogas reactor of a palm oil plant on North-Sumatra (Indonesia), which was operated at 55 °C.","do not feed on","no data","do not feed on","feeds","negative","13.5","0.051","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/48/4/1111.abstract","50","present","2","2","no data","8","do not feed on","no data","22","59","1.25","1.25","no data","6.5","acetate","no data","no","no data","no data","7.5","6.9","40","40","no data","no data","DSM-4273","no data","not suppoting:2-pentanol, 2,3-butanodiol, lactate","G. Zellner et al.","do not feed on","not determined","yes","not applicable","no data","INSLUZ","not applicable","not applicable"
7.16452800721929,12.1459172540371,"Methanoculleus sediminis",0,0,0,1,1,0,0,0,62.3,0.5,0.5,0,0,0.17,0.17,7.1,7.1,37,37,NA,"feeds","do not feed on","do not feed on","do not feed on","do not feed on","no data","Sheng-Chung Chen et al.; 2015; Int. J. Syst. Evol. Microbiol.; vol. 65; p. 2141–2147","no data","do not feed on","Irregular cocci","no data","no data","do not feed on","It was isolated from sediments collected by Ocean Researcher I cruise ORI-934 in 2010 near the submarine mud volcano MV4 located at the upper slope of south-west Taiwan.","do not feed on","do not feed on","do not feed on","feeds","no data","0","0","feeds","do not feed on","not applicable","http://ijs.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.000233","0","0","1","1","0","0","do not feed on","do not feed on","0","62.3","0.5","0.5","0","0","no data","no data","0","0.17","0.17","7.1","7.1","37","37","no data","BCRC AR10044","29354","no data","no data","no data","do not feed on","no data","not applicable","not applicable","do not feed on","S3Fa","yes","yes"
6.79897049230216,8.05054695774287,"Methanoculleus thermophilus",2.5,0.277,65,1.3,1.3,0.7,7.8,37,59,1,1,0,6.5,0.2,0.2,7,7,55,55,NA,"no data","no data","no data","no data","do not feed on","no data","C. Rivard et al.; 1982; Int. J. Syst. Bacteriol.; vol. 32; p. 430","no data","no data","Irregular cocci","negative","yes","no data","Sediment underlying the high-temperature effluent channel of the Crystal River Nuclear Power Plant, Florida Power Company, Crystal River, Florida.","no data","no data","do not feed on","feeds","negative","2.5","0.277","feeds","do not feed on","not applicable","http://ijs.sgmjournals.org/content/32/4/430.abstract","65","absent","1.3","1.3","0.7","7.8","do not feed on","no data","37","59","1","1","0","6.5","Tripticase, trace element solution","no data","no","0.2","0.2","7","7","55","55","ATCC 33837, OCM 174,  VKM B-1841","ATCC 33837, OCM 174,  VKM B-1841","DSM-2373","no data","no data","C. Rivard et al.","no data","do not feed on","not applicable","not applicable","no data","CR-1","not applicable","yes"
2.83845141450233,8.8361829990406,"Methanofollis ethanolicus",72,0.01,40,3,3,0.427789185489,7.5,15,60.9,2,2,0,6.5,0,0,7,7,37,37,NA,"feeds","do not feed on","no data","do not feed on","do not feed on","yeast extract","H. Imachi et al.; 2009; Int. J. Syst. Evol. Microbiol.; vol. 59; p. 800","do not feed on","no data","Irregular cocci","negative","yes","do not feed on","Sample from lotus field mud at Nagaoka, Niigata, Japan.","do not feed on","no data","feeds","feeds","negative","72","0.01","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/59/4/800.abstract","40","absent","3","3","0.427789185489","7.5","not determined","do not feed on","15","60.9","2","2","0","6.5","acetate ","no data","no","0","0","7","7","37","37","JCM 15103, NBRC 104120","JCM 15103, NBRC 104120","DSM-21041","no data","not supporting: pyruvate, lactate","H. Imachi et al.","feeds","not determined","not applicable","yes","do not feed on","HASU","not applicable","not applicable"
8.55127619325758,11.757275723639,"Methanofollis liminatans",8.5,0.082,45,1.5,1.5,0.6,NA,20,59.3,1.5,1.5,0,NA,0,0,7,7,40,40,NA,"do not feed on","feeds","no data","feeds","do not feed on","tungsten","G. Zellner et al.; 1990; Arch. Microbiol.; vol. 153; p. 287","feeds","no data","Irregular cocci","not determined","yes","feeds","Sample of anaerobically treated waste water, obtained from a Biohochreaktor of Hoechst company (Kelsterbach, Frankfurt/ Main, FRG).","do not feed on","no data","do not feed on","feeds","not determined","8.5","0.082","feeds","not determined","not applicable","http://link.springer.com/article/10.1007%2FBF00249084","45","present","1.5","1.5","0.6","no data","do not feed on","no data","20","59.3","1.5","1.5","0","no data","no data","no data","yes","0","0","7","7","40","40","no data","no data","DSM-4140","no data","not supporting :2-pentanol, cycloheksanol","G. Zellner et al.","do not feed on","not determined","yes","not applicable","no data","GKZPZ","not applicable","not applicable"
1.63044251916378,3.62327530121624,"Methanogenium cariaci",11,0.063,35,2.6,2.6,0.69,7.5,15,52,2.6,2.6,0.23,6,0.46,0.46,7.2,6.8,25,20,NA,"no data","no data","no data","no data","do not feed on","no data","J. Romesser et al.; 1979; Arch. Microbiol.; vol. 121; p. 147","no data","no data","Irregular cocci","negative","yes","no data","Sediment collected at station 2030 on R. V. Atlantis II cruise 79 in the Cariaco Trench.","no data","no data","no data","feeds","negative","11","0.063","feeds","not determined","not applicable","http://link.springer.com/article/10.1007%2FBF00689979","35","present","2.6","2.6","0.69","7.5","do not feed on","no data","15","52","2.6","2.6","0.23","6","yeast extract, acetate, ","H. Zabel et al.;  1984; Arch. Microbiol.; vol. 37; p. 308","no","0.46","0.46","7.2","6.8","25","20","ATCC 35093, JCM 10550, OCM 49,  OCM 155","ATCC 35093, JCM 10550, OCM 49,  OCM 155","DSM-1497","no data","no data","J. Romesser et al.","no data","not determined","not applicable","not applicable","no data","JR1","not applicable","yes"
-22.6641436189086,-0.0945485645792485,"Methanogenium organophilum",6,0.116,39,1.5,1.5,NA,NA,30,46.7,0.5,0.5,NA,NA,0,0.342231348392,7.3,6.4,35,30,NA,"no data","feeds","no data","feeds","do not feed on","no data","F. Widdel et al.; 1988; Arch. Microbiol.; vol. 150; p. 477","feeds","no data","Irregular cocci","not determined","yes","no data","Sediment sample from a deep sea hydrothermal area (-2003 Im) at Guaymas Basin (Baja California).","no data","no data","feeds","feeds","not determined","6","0.116","feeds","not determined","not applicable","http://link.springer.com/article/10.1007%2FBF00422290","39","not determined","1.5","1.5","no data","no data","do not feed on","no data","30","46.7","0.5","0.5","no data","no data","acetate/ethanol, aminobenzoate, biotin, B12, tungsten","no data","no","0","0.342231348392","7.3","6.4","35","30","ATCC BAA-914, OCM 72","ATCC BAA-914, OCM 72","DSM-3596","no data","no data","F. Widdel et al.","no data","not determined","not applicable","not applicable","no data","CV","not applicable","yes"
14.0100938290644,-5.76163768978864,"Methanohalobium evestigatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"no data","no data","no data","no data","no data","no data","T. Zhilina et al.; 1987; Dokl. Akad. Nauk SSSR; vol. 293; p. 464","no data","no data","Cocci","not determined","yes","no data","Sample of sediments of saline lagoons in Sivash.","no data","no data","no data","no data","not determined","no data","no data","no data","not determined","not applicable","http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=2322&lvl=3&lin=f&keep=1&srchmode=1&unlock","no data","unavailable","no data","no data","no data","no data","not determined","no data","no data","no data","no data","no data","no data","no data","no data","no data","unavailable","no data","no data","no data","no data","0","0","ATCC BAA-1072, OCM 161, VKM Z-7303, Z-7303","ATCC BAA-1072, OCM 161, VKM Z-7303, Z-7303","DSM-3721","no data","no data","T. Zhilina et al.","no data","not determined","not applicable","not applicable","no data","Z-7303","not applicable","not applicable"
17.4414352922422,-0.508681641168238,"Methanohalophilus halophilus",NA,NA,40,2,0.5,3.5,8,18,44,2,0.2,0.3,6.3,2.5,0.6,7.4,6.5,36,26,NA,"no data","do not feed on","do not feed on","do not feed on","do not feed on","no data","T. Zhilina et al.; 1984; Mikrobiologiya; vol. 52; p. 375","do not feed on","no data","Irregular cocci","not determined","yes","no data","Sample from marine cyanobacterial mat.","feeds","no data","no data","do not feed on","not determined","no data","no data","do not feed on","not determined","not applicable","http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=2177&lvl=3&lin=f&keep=1&srchmode=1&unlock","40","unavailable","2","0.5","3.5","8","not determined","feeds","18","44","2","0.2","0.3","6.3","no data","T. Wilharm et al.; 1991; Int. J. Syst. Evol. Microbiol.; vol. 41; p. 558","unavailable","2.5","0.6","7.4","6.5","36","26","ATCC BAA-1071, OCM 160, INMI Z-7982, VKM Z-7982, Z-7982","ATCC BAA-1071, OCM 160, INMI Z-7982, VKM Z-7982, Z-7982","DSM-3094","no data","no data","T. Zhilina et al.","no data","not determined","not applicable","yes","feeds","Z-7982","not applicable","not applicable"
-23.0001856084969,-0.274591563634618,"Methanohalophilus levihalophilus",18,0.039,40,1,1,1.3,8.3,20,43.7,0.7,0.7,0.2,6.2,0.4,0.35,7.5,7,35,35,NA,"not determined","not determined","not determined","not determined","do not feed on","no data","T. Katayama et al.; 2014; Int. J. Syst. Evol. Microbiol.; in press","no data","not determined","Irregular cocci","negative","yes","not determined","Sample from natural gas-bearing confined aquifers recharged by paleo-seawater in the Minami-Kanto gas field, Japan.","feeds","do not feed on","not determined","do not feed on","negative","18","0.039","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/early/2014/03/26/ijs.0.063677-0.abstract","40","not determined","1","1","1.3","8.3","do not feed on","not determined","20","43.7","0.7","0.7","0.2","6.2","no data","no data","no","0.4","0.35","7.5","7","35","35","NBRC 110099","NBRC 110099","DSM 28452","no data","no data","T. Katayama et al.","not determined","not determined","not applicable","not applicable","not determined","GTA13","not applicable","not applicable"
10.20612945727,1.36624035450051,"Methanohalophilus mahii",NA,NA,45,1.8,0.8,3.5,NA,NA,48.5,1.8,0.8,0.5,NA,2.5,2,7.5,7.5,37,35,NA,"no data","no data","no data","no data","do not feed on","no data","J. Paterek et al.; 1988; Int. J. Syst. Bacteriol.; vol. 38; p. 122","no data","no data","Irregular cocci","negative","yes","no data","Sample from the sediments of Great Salt Lake in Utah (thermal lake).","feeds","no data","no data","do not feed on","negative","no data","no data","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/38/1/122.abstract","45","not determined","1.8","0.8","3.5","no data","feeds","feeds","no data","48.5","1.8","0.8","0.5","no data","no data","no data","no","2.5","2","7.5","7.5","37","35","ATCC 35705, OCM 68","ATCC 35705, OCM 68","DSM-5219","no data","no data","J. Paterek et al.","no data","not determined","not applicable","yes","feeds","SLP","not applicable","not applicable"
14.7845443580268,-1.65658173010661,"Methanohalophilus portucalensis",5,0.14,48,2,0.6,3.5,8.4,25,43,2,0.6,0.9,6,2,0.5,7.5,6.5,40,40,NA,"no data","no data","no data","no data","do not feed on","no data","D. Boone et al.; 1993; Int. J. Syst. Bacteriol.; vol. 43; p. 430","no data","no data","Irregular cocci","negative","yes","no data","Sample of sediments from a salinarium in Figiera da Foz, Portugal.","feeds","do not feed on","no data","do not feed on","negative","5","0.14","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/43/3/430.abstract","48","not determined","2","0.6","3.5","8.4","feeds","feeds","25","43","2","0.6","0.9","6","no data","no data","no","2","0.5","7.5","6.5","40","40","ATCC BAA-912, OCM 59","ATCC BAA-912, OCM 59","DSM-7471","no data","no data","D. Boone et al.","no data","not determined","not applicable","yes","feeds","FDF-1","not applicable","not applicable"
15.1853344630464,3.82317551667497,"Methanolacinia paynteri",4.8,0.144,42,2.5,0.6,0.4,7.3,25,44.9,1.5,0.6,0,6.6,0.15,0.15,7,7,40,40,NA,"no data","no data","no data","no data","do not feed on","no data","C. Rivard et al.; 1983; Appl. Environ. Microbiol.; vol. 46; p. 484","no data","no data","Rod","negative","yes","no data","Sediments cores taken along the edges of the mosquito control canals within mangrove swamps located southeast of Georgetown, Grand Cayman, British West Indies.","do not feed on","no data","do not feed on","do not feed on","negative","4.8","0.144","feeds","not determined","not applicable","http://aem.asm.org/content/46/2/484.abstract","42","absent","2.5","0.6","0.4","7.3","do not feed on","do not feed on","25","44.9","1.5","0.6","0","6.6","acetate","no data","no","0.15","0.15","7","7","40","40","ATCC 33997, OCM 124","ATCC 33997, OCM 124","DSM-2545","no data","no data","C. Rivard et al.","no data","not determined","not applicable","not applicable","do not feed on","G-2000","not applicable","yes"
-22.8801258648875,-0.189068652030532,"Methanolinea mesophila",29,0.024,40,6.5,0.3,0.427789185489,7.4,20,56.4,2,0.3,0,6.5,0,0,7,7,37,37,NA,"no data","no data","no data","no data","no data","no data","S. Sakai et al.; 2012; Int. J. Syst. Evol. Microbiol.; vol. 62; p. 1389","no data","no data","Rod","not determined","yes","no data","Sample from rice field soil in Tainan, Taiwan.","no data","no data","no data","feeds","not determined","29","0.024","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/62/Pt_6/1389.abstract","40","not determined","6.5","0.3","0.427789185489","7.4","do not feed on","no data","20","56.4","2","0.3","0","6.5","no data","no data","no","0","0","7","7","37","37","NBRC 105659","NBRC 105659","DSM-23604","no data","no data","S. Sakai et al.","no data","not determined","not applicable","yes","no data","TNR","not applicable","not applicable"
9.91606617757419,11.6141326798956,"Methanolinea tarda",98,0.007,55,2,1,0.256673511294,8,35,56.3,2,0.7,0,6.5,0,0,7,7,50,50,NA,"do not feed on","do not feed on","no data","do not feed on","do not feed on","no data","H. Imachi et al.; 2008; Int. J. Syst. Evol. Microbiol.; vol. 58; p. 294","do not feed on","no data","Rod","negative","yes","do not feed on","Sample from a mesophilic, methanogenic sludge digesting sewage sludge.","do not feed on","no data","do not feed on","feeds","negative","98","0.007","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/58/1/294.abstract","55","not determined","2","1","0.256673511294","8","do not feed on","do not feed on","35","56.3","2","0.7","0","6.5","acetate, yeast extract","no data","no","0","0","7","7","50","50","JCM 12467, NBRC 102358","JCM 12467, NBRC 102358","DSM-16494","no data","not supporting: pyruvate, lactate","H. Imachi et al.","do not feed on","not determined","yes","not applicable","do not feed on","NOBi-1","not applicable","not applicable"
